project	sample	experiment	run	Y chr overlaps	XIST overlaps	total overlaps	Y chr junctions	XIST junctions	total junctions	is male?	(Y chr overlaps / total overlaps)
DRP001797	DRS014284	DRX021438	DRR023517	1407	91	1314365	154	12	120343	1	0.00107048
DRP001797	DRS014285	DRX021439	DRR023519	1967	84	1839320	171	15	128969	1	0.00106942
DRP001797	DRS014285	DRX021439	DRR023533	1974	75	1846503	167	9	129025	1	0.00106905
DRP001797	DRS014285	DRX021439	DRR023524	1741	66	1628826	167	9	125012	1	0.00106887
DRP001797	DRS014285	DRX021439	DRR023527	1966	82	1844316	172	13	128458	1	0.00106598
DRP001797	DRS014285	DRX021439	DRR023537	1841	81	1728699	156	12	126889	1	0.00106496
DRP001797	DRS014285	DRX021439	DRR023534	1955	82	1839367	172	10	128691	1	0.00106287
DRP001797	DRS014285	DRX021439	DRR023536	1861	85	1753064	160	12	127260	1	0.00106157
DRP001797	DRS014285	DRX021439	DRR023540	1919	88	1809000	175	13	128482	1	0.00106081
ERP005641	ERS444313	ERX548795	ERR590806	4299	0	4056592	270	0	177846	1	0.00105976
ERP001828	ERS177656	ERX149412	ERR173279	899	0	849345	119	0	92788	1	0.00105846
DRP001797	DRS014285	DRX021439	DRR023538	1917	98	1811119	156	11	128230	1	0.00105846
DRP001797	DRS014285	DRX021439	DRR023542	1865	97	1763207	165	11	127510	1	0.00105773
DRP001797	DRS014285	DRX021439	DRR023546	1966	79	1858953	165	11	129478	1	0.00105758
DRP001797	DRS014285	DRX021439	DRR023547	1918	88	1815330	156	11	128332	1	0.00105656
DRP001797	DRS014285	DRX021439	DRR023521	1915	85	1818181	170	11	128008	1	0.00105325
SRP001599	SRS212587	SRX079572	SRR390734	621	0	589863	124	0	87412	1	0.00105279
DRP001797	DRS014285	DRX021439	DRR023558	1415	68	1344789	129	12	118824	1	0.00105221
DRP001797	DRS014285	DRX021439	DRR023520	1935	82	1839009	172	12	128612	1	0.00105220
DRP001797	DRS014285	DRX021439	DRR023529	1859	107	1767015	173	17	127285	1	0.00105206
ERP004617	ERS393453	ERX379239	ERR412874	10483	2	9969386	513	2	233567	1	0.00105152
DRP001797	DRS014284	DRX021438	DRR023510	1982	139	1885337	169	12	131404	1	0.00105127
SRP001599	SRS212587	SRX079572	SRR292247	736	0	700345	140	0	92815	1	0.00105091
ERP004078	ERS359941	ERX329160	ERR356369	1986	1	1891160	219	1	135626	1	0.00105015
DRP001797	DRS014285	DRX021439	DRR023535	1889	96	1804085	161	11	128217	1	0.00104707
DRP001797	DRS014285	DRX021439	DRR023522	1857	96	1774531	174	14	127650	1	0.00104647
SRP017262	SRS376472	SRX206922	SRR621700	130	0	124456	52	0	45684	1	0.00104455
ERP003259	ERS252028	ERX269434	ERR296097	5998	2	5752867	411	2	206863	1	0.00104261
DRP001797	DRS014285	DRX021439	DRR023549	1889	52	1812948	157	9	128038	1	0.00104195
DRP001797	DRS014284	DRX021438	DRR023509	1968	127	1889685	158	14	131314	1	0.00104144
DRP001797	DRS014284	DRX021438	DRR023512	1970	113	1891875	168	14	131289	1	0.00104130
DRP001797	DRS014285	DRX021439	DRR023530	1774	64	1711860	166	11	126430	1	0.00103630
ERP004078	ERS359930	ERX329149	ERR356371	1246	0	1203134	214	0	125790	1	0.00103563
DRP001797	DRS014285	DRX021439	DRR023550	1839	89	1776601	169	10	127351	1	0.00103512
DRP001797	DRS014285	DRX021439	DRR023544	1709	85	1652124	171	13	125630	1	0.00103443
SRP041736	SRS603493	SRX534776	SRR1275042	956	0	924328	34	0	25557	1	0.00103426
DRP001797	DRS014285	DRX021439	DRR023543	1790	75	1730945	155	11	126733	1	0.00103412
DRP001797	DRS014285	DRX021439	DRR023557	1788	66	1729763	157	12	126752	1	0.00103367
DRP001797	DRS014285	DRX021439	DRR023553	1898	72	1841449	146	9	128927	1	0.00103071
DRP001797	DRS014285	DRX021439	DRR023539	1906	72	1851054	163	11	129189	1	0.00102968
DRP001797	DRS014285	DRX021439	DRR023526	1898	82	1843393	166	14	128782	1	0.00102962
ERP005641	ERS444313	ERX548809	ERR590820	4170	0	4061852	267	0	178018	1	0.00102663
DRP001797	DRS014284	DRX021438	DRR023516	1922	97	1872262	164	13	131593	1	0.00102657
DRP001797	DRS014284	DRX021438	DRR023513	1934	143	1884021	176	16	131460	1	0.00102653
DRP001797	DRS014285	DRX021439	DRR023528	1883	82	1834958	155	12	128420	1	0.00102618
ERP000546	ERS025095	ERX011214	ERR030898	8687	3	8465971	208	1	168673	1	0.00102611
ERP005641	ERS444313	ERX548837	ERR590848	4611	0	4503567	273	0	183283	1	0.00102386
SRP041736	SRS603435	SRX534718	SRR1275102	1662	0	1624886	57	0	39967	1	0.00102284
ERP005641	ERS444313	ERX548823	ERR590834	4522	0	4421717	267	0	182497	1	0.00102268
ERP000546	ERS025094	ERX011203	ERR030873	8799	0	8630524	271	0	235579	1	0.00101952
ERP001828	ERS177656	ERX149422	ERR173274	892	0	882092	122	0	93280	1	0.00101123
SRP041736	SRS603428	SRX534711	SRR1275088	1553	0	1536733	57	0	37968	1	0.00101059
ERP003259	ERS252028	ERX269438	ERR296101	8069	2	7997949	476	2	232204	1	0.00100888
DRP001797	DRS014285	DRX021439	DRR023525	1868	88	1852367	166	12	128849	1	0.00100844
DRP001797	DRS014287	DRX021441	DRR023572	1874	0	1860407	184	0	135994	1	0.00100731
DRP001797	DRS014287	DRX021441	DRR023573	1859	0	1848129	180	0	135680	1	0.00100588
SRP014146	SRS348796	SRX158086	SRR519071	243	1	242410	182	1	37685	0	0.00100243
DRP001797	DRS014285	DRX021439	DRR023531	1635	89	1634312	156	11	124885	1	0.00100042
ERP004211	ERS363974	ERX334012	ERR361243	6819	0	6882184	406	0	217517	1	0.00099082
ERP003259	ERS252028	ERX269435	ERR296100	4987	1	5049548	389	1	201366	1	0.00098761
ERP004211	ERS363974	ERX334014	ERR361245	6653	2	6737137	389	1	216892	1	0.00098751
DRP001797	DRS014287	DRX021441	DRR023571	1834	0	1862330	181	0	136105	1	0.00098479
ERP003259	ERS252028	ERX269429	ERR296098	8681	3	8820915	498	3	237181	1	0.00098414
ERP003259	ERS252028	ERX269428	ERR296102	5200	1	5309838	393	1	200549	1	0.00097931
ERP004211	ERS363974	ERX334015	ERR361241	7129	0	7284507	410	0	221549	1	0.00097865
DRP001797	DRS014287	DRX021441	DRR023575	1492	0	1528028	169	0	129688	1	0.00097642
ERP003259	ERS252028	ERX269437	ERR296099	5559	5	5708042	413	2	206500	1	0.00097389
SRP017262	SRS376472	SRX205704	SRR620125	1354	2	1390451	231	1	147167	1	0.00097378
ERP003259	ERS252028	ERX269436	ERR296096	4874	4	5005984	386	4	200513	1	0.00097363
ERP000546	ERS025095	ERX011205	ERR030877	7676	2	7974297	186	1	161709	1	0.00096259
SRP015360	SRS360539	SRX182675	SRR553464	1995	0	2079271	169	0	115517	1	0.00095947
ERP005641	ERS444320	ERX548830	ERR590841	4771	0	4986232	238	0	164126	1	0.00095683
ERP000546	ERS025091	ERX011208	ERR030900	8828	0	9238972	184	0	130187	1	0.00095552
ERP005641	ERS444320	ERX548844	ERR590855	4800	0	5032763	232	0	164772	1	0.00095375
ERP005641	ERS444320	ERX548816	ERR590827	4317	0	4540947	228	0	160203	1	0.00095068
ERP003259	ERS252028	ERX269433	ERR296105	5023	0	5342171	390	0	200738	1	0.00094025
ERP005641	ERS444319	ERX548815	ERR590826	4632	0	4941748	237	0	163817	1	0.00093732
SRP041736	SRS603502	SRX534785	SRR1274159	766	0	817638	27	0	27980	1	0.00093684
SRP030628	SRS488298	SRX361155	SRR1004320	1434	3	1533953	231	3	152391	1	0.00093484
ERP000546	ERS025094	ERX011202	ERR030902	8229	1	8828289	316	1	253858	1	0.00093212
ERP005641	ERS444319	ERX548801	ERR590812	4610	0	4949117	243	0	163442	1	0.00093148
ERP005641	ERS444319	ERX548829	ERR590840	5003	0	5377683	247	0	167630	1	0.00093033
ERP004211	ERS363973	ERX334013	ERR361242	5699	0	6167885	431	0	222536	1	0.00092398
DRP001797	DRS014287	DRX021441	DRR023574	1713	0	1855046	177	0	135945	1	0.00092343
ERP005641	ERS444320	ERX548802	ERR590813	4116	0	4498101	234	0	159701	1	0.00091505
SRP041736	SRS603519	SRX534802	SRR1274097	710	0	775995	32	0	32393	1	0.00091495
ERP005641	ERS444319	ERX548843	ERR590854	4981	0	5445588	251	0	167804	1	0.00091469
ERP003259	ERS252028	ERX269431	ERR296103	6011	1	6572903	423	1	212836	1	0.00091451
ERP004211	ERS363973	ERX334016	ERR361240	5299	0	5794449	408	0	216868	1	0.00091450
ERP003259	ERS252028	ERX269432	ERR296095	8428	3	9217527	476	3	235509	1	0.00091435
ERP003259	ERS252028	ERX269439	ERR296106	6021	2	6608636	406	2	212749	1	0.00091108
SRP042623	SRS624468	SRX559926	SRR1313295	6166	0	6786831	356	0	217595	1	0.00090852
ERP004298	ERS370605	ERX341652	ERR368943	3619	0	3996332	329	0	162945	1	0.00090558
ERP003259	ERS252028	ERX269430	ERR296104	8455	1	9418924	451	1	236780	1	0.00089766
ERP004697	ERS399655	ERX386682	ERR420391	1917	0	2156877	312	0	189353	1	0.00088879
ERP001828	ERS177650	ERX149410	ERR173280	3311	0	3743099	231	0	176560	1	0.00088456
ERP004298	ERS370605	ERX341651	ERR368942	3536	0	4023581	327	0	163110	1	0.00087882
ERP000546	ERS025082	ERX011183	ERR030894	5242	0	6033867	232	0	167730	1	0.00086876
SRP001599	SRS212586	SRX079571	SRR292246	854	0	995263	166	0	108401	1	0.00085806
SRP001599	SRS212586	SRX079571	SRR390733	762	0	888968	156	0	104421	1	0.00085717
SRP041736	SRS603521	SRX534804	SRR1274101	454	0	534462	27	0	29050	1	0.00084945
SRP017262	SRS376464	SRX205695	SRR620035	4939	1	5822358	324	1	200170	1	0.00084828
ERP004298	ERS370606	ERX341650	ERR368941	4572	1	5394175	353	1	191387	1	0.00084758
ERP000546	ERS025091	ERX011195	ERR030875	7339	0	8672368	166	0	125426	1	0.00084625
ERP004078	ERS359933	ERX329152	ERR356378	923	0	1095022	204	0	125095	1	0.00084291
ERP004697	ERS399655	ERX386679	ERR420387	1845	0	2197375	282	0	190077	1	0.00083964
SRP014146	SRS348795	SRX158085	SRR519070	139	0	165839	117	0	28033	0	0.00083816
DRP001149	DRS012087	DRX012310	DRR013758	364	0	434576	59	0	60608	1	0.00083760
ERP004298	ERS370606	ERX341653	ERR368944	4537	1	5434290	379	1	191760	1	0.00083488
SRP031858	SRS493218	SRX367095	SRR1015683	255	1	307580	85	1	66007	0	0.00082905
ERP000546	ERS025082	ERX011197	ERR030886	5743	0	6970296	235	0	166347	1	0.00082392
SRP041594	SRS600183	SRX530105	SRR1266876	6740	93	8462324	3131	10	216379	0	0.00079647
ERP001828	ERS177654	ERX149424	ERR173266	1917	0	2418354	262	0	170266	1	0.00079269
ERP004078	ERS359934	ERX329153	ERR356365	1266	0	1603296	192	0	126446	1	0.00078962
SRP007461	SRS242515	SRX085304	SRR317062	6984	0	8888975	399	0	192240	1	0.00078569
SRP015360	SRS360536	SRX182672	SRR553461	2484	0	3193023	188	0	128266	1	0.00077795
ERP000546	ERS025099	ERX011222	ERR030896	6288	0	8159864	157	0	155553	1	0.00077060
SRP015360	SRS360538	SRX182674	SRR553463	1815	0	2357904	171	0	123301	1	0.00076975
SRP029434	SRS475477	SRX342742	SRR961667	410	0	533926	125	0	104466	1	0.00076790
ERP004617	ERS393450	ERX379236	ERR412878	5248	0	6883731	218	0	216723	1	0.00076238
SRP044391	SRS661456	SRX655509	SRR1518296	1153	0	1519065	174	0	129630	1	0.00075902
SRP032539	SRS498639	SRX373206	SRR1024120	284	0	377948	59	0	23655	1	0.00075143
ERP000546	ERS025099	ERX011227	ERR030879	5772	0	7712365	146	0	145854	1	0.00074841
SRP031858	SRS493215	SRX367092	SRR1015680	228	0	307811	80	0	60766	0	0.00074071
SRP017262	SRS376470	SRX205701	SRR620046	156	0	211434	58	0	57978	1	0.00073782
SRP017262	SRS376476	SRX205708	SRR620134	148	0	200846	65	0	68757	1	0.00073688
SRP041736	SRS603432	SRX534716	SRR1275098	1506	0	2049316	54	0	41783	1	0.00073488
SRP014146	SRS348800	SRX158090	SRR519075	86	0	117044	72	0	21786	0	0.00073477
SRP030628	SRS488261	SRX361119	SRR1004284	575	0	791302	150	0	127701	1	0.00072665
SRP007461	SRS242515	SRX085304	SRR317063	4922	2	6806474	425	1	194282	1	0.00072314
SRP042623	SRS624462	SRX559920	SRR1313289	5188	0	7188435	327	0	213310	1	0.00072171
DRP001149	DRS012087	DRX012308	DRR013756	683	0	953219	74	0	75469	1	0.00071652
SRP028822	SRS470477	SRX335392	SRR952668	136	13	191683	99	5	51738	0	0.00070950
SRP044391	SRS661456	SRX655510	SRR1518365	1378	0	1973295	204	0	141372	1	0.00069832
SRP014146	SRS348791	SRX158081	SRR519066	175	0	255310	136	0	41482	0	0.00068544
SRP032539	SRS498649	SRX373216	SRR1024130	506	0	743544	46	0	23208	1	0.00068052
ERP001828	ERS177655	ERX149411	ERR173261	2834	0	4172441	197	0	150036	1	0.00067922
SRP042623	SRS624466	SRX559924	SRR1313293	4006	0	5962251	310	0	194877	1	0.00067189
SRP033351	SRS508570	SRX384347	SRR1039510	3351	0	5097425	237	0	168268	1	0.00065739
ERP001828	ERS177653	ERX149406	ERR173260	7363	6	11244937	274	1	182769	1	0.00065478
DRP001149	DRS012087	DRX012309	DRR013757	627	0	957627	81	0	80466	1	0.00065474
SRP041736	SRS603460	SRX534743	SRR1275061	20	0	31111	20	0	13305	0	0.00064286
SRP033351	SRS508568	SRX384345	SRR1039508	3142	0	5188672	230	0	166842	1	0.00060555
SRP033351	SRS508575	SRX384353	SRR1039516	3765	0	6232777	242	0	174053	1	0.00060406
SRP033351	SRS508577	SRX384356	SRR1039519	3019	0	5092611	240	0	165721	1	0.00059282
SRP033351	SRS508569	SRX384348	SRR1039511	2812	0	4748441	232	0	162494	1	0.00059219
SRP015360	SRS360535	SRX182671	SRR553460	2073	0	3506854	184	0	130760	1	0.00059113
SRP033351	SRS508567	SRX384346	SRR1039509	2649	0	4513041	222	0	160503	1	0.00058697
SRP032539	SRS498644	SRX373211	SRR1024125	250	0	426200	32	0	13033	1	0.00058658
SRP029434	SRS475478	SRX342743	SRR961668	466	0	802404	136	0	116723	1	0.00058075
SRP042623	SRS624474	SRX559932	SRR1313301	3043	0	5272233	273	0	182028	1	0.00057717
SRP014146	SRS348801	SRX158091	SRR519076	84	1	147244	50	1	26266	0	0.00057048
SRP042623	SRS624471	SRX559929	SRR1313298	3504	0	6153069	294	0	199397	1	0.00056947
SRP042623	SRS624473	SRX559931	SRR1313300	3513	0	6195106	265	0	192316	1	0.00056706
ERP001304	ERS105731	ERX080859	ERR103437	1219	0	2150323	266	0	141872	1	0.00056689
SRP029434	SRS475473	SRX342738	SRR961663	93	59	164834	55	8	59902	0	0.00056420
SRP030628	SRS488288	SRX361146	SRR1004311	516	1	924970	157	1	122966	1	0.00055786
SRP042623	SRS624470	SRX559928	SRR1313297	3900	0	7042181	362	0	204156	1	0.00055381
SRP033351	SRS508576	SRX384354	SRR1039517	4323	0	7907275	258	0	183129	1	0.00054671
SRP041736	SRS603402	SRX534685	SRR1275231	114	0	210584	53	0	13655	0	0.00054135
SRP035524	SRS538282	SRX440365	SRR1130772	541	0	1002278	156	0	130800	1	0.00053977
SRP030628	SRS488280	SRX361138	SRR1004303	976	2	1810170	201	2	167635	1	0.00053918
SRP033351	SRS508571	SRX384349	SRR1039512	3628	0	6752025	244	0	177219	1	0.00053732
SRP033351	SRS508578	SRX384355	SRR1039518	3612	0	6816068	238	0	176942	1	0.00052992
SRP014920	SRS358702	SRX179409	SRR545221	901	0	1705476	132	0	129829	0	0.00052830
SRP042623	SRS624463	SRX559921	SRR1313290	3051	0	5781535	305	0	202196	1	0.00052771
SRP030628	SRS488294	SRX361151	SRR1004316	700	2	1335317	152	2	136904	1	0.00052422
SRP042623	SRS624464	SRX559922	SRR1313291	3781	0	7256373	314	0	207530	1	0.00052106
SRP030628	SRS488267	SRX361125	SRR1004290	613	0	1189315	168	0	148272	1	0.00051542
SRP032539	SRS498647	SRX373214	SRR1024128	169	0	329166	29	0	13969	1	0.00051342
SRP030628	SRS488283	SRX361142	SRR1004307	547	1	1074505	163	1	134324	1	0.00050907
SRP033351	SRS508573	SRX384352	SRR1039515	2849	0	5613423	222	0	169391	1	0.00050753
SRP030628	SRS488262	SRX361120	SRR1004285	748	0	1486304	188	0	153741	1	0.00050326
SRP042623	SRS624465	SRX559923	SRR1313292	3404	0	6770171	352	0	205645	1	0.00050279
ERP001304	ERS105740	ERX080868	ERR103431	1238	1	2462256	202	1	160545	1	0.00050279
SRP032539	SRS498640	SRX373207	SRR1024121	79	0	157569	33	0	20364	1	0.00050137
SRP033351	SRS508574	SRX384351	SRR1039514	4539	0	9086254	252	0	190048	1	0.00049955
SRP030628	SRS488282	SRX361140	SRR1004305	901	0	1807069	202	0	161368	1	0.00049860
SRP030628	SRS488297	SRX361156	SRR1004321	550	0	1104108	137	0	133028	1	0.00049814
SRP041736	SRS603455	SRX534738	SRR1275051	29	1	58496	29	1	18068	0	0.00049576
SRP030628	SRS488295	SRX361153	SRR1004318	793	0	1604201	172	0	152521	1	0.00049433
SRP042623	SRS624467	SRX559925	SRR1313294	3400	0	6990282	327	0	209611	1	0.00048639
ERP001304	ERS105730	ERX080858	ERR103435	967	0	1991724	186	0	160841	1	0.00048551
ERP000787	ERS042744	ERX016354	ERR039139	257	0	530382	70	0	64905	1	0.00048456
SRP030628	SRS488269	SRX361127	SRR1004292	684	0	1415147	210	0	155427	1	0.00048334
ERP001304	ERS105743	ERX080871	ERR103427	792	0	1649754	180	0	133573	1	0.00048007
ERP001304	ERS105741	ERX080869	ERR103426	1052	0	2196277	176	0	149493	1	0.00047899
SRP030628	SRS488284	SRX361141	SRR1004306	681	0	1431781	178	0	147952	1	0.00047563
SRP030628	SRS488296	SRX361154	SRR1004319	726	0	1535769	158	0	149135	1	0.00047273
SRP042623	SRS624469	SRX559927	SRR1313296	2250	0	4798936	221	0	152037	1	0.00046885
SRP035524	SRS538359	SRX440732	SRR1131625	437	0	932125	131	0	127893	1	0.00046882
ERP001304	ERS105729	ERX080857	ERR103423	1203	0	2570862	309	0	160089	1	0.00046794
SRP033351	SRS508572	SRX384350	SRR1039513	1741	0	3722021	197	0	150373	1	0.00046776
SRP035524	SRS538473	SRX440928	SRR1131661	493	0	1054212	132	0	130104	1	0.00046765
SRP035524	SRS538138	SRX440046	SRR1130243	485	0	1037549	150	0	128915	1	0.00046745
SRP014146	SRS348799	SRX158089	SRR519074	68	0	149102	57	0	28651	0	0.00045606
SRP042623	SRS624476	SRX559934	SRR1313303	2928	0	6502001	322	0	201685	1	0.00045032
SRP030628	SRS488266	SRX361124	SRR1004289	515	5	1144552	125	4	135487	1	0.00044996
SRP030628	SRS488268	SRX361126	SRR1004291	560	0	1254893	152	0	144007	1	0.00044625
ERP001304	ERS105734	ERX080862	ERR103422	561	0	1270143	133	0	121692	1	0.00044168
SRP026048	SRS452439	SRX314967	SRR921935	10888	0	24737664	572	0	381266	1	0.00044014
ERP001304	ERS105738	ERX080866	ERR103433	395	0	898480	97	0	106368	1	0.00043963
ERP001304	ERS105744	ERX080872	ERR103429	1243	0	2832844	179	0	153052	1	0.00043878
SRP035524	SRS538564	SRX441210	SRR1132101	308	1	704354	116	1	115586	1	0.00043728
SRP026048	SRS452439	SRX314967	SRR921934	13627	0	31281402	607	0	395089	1	0.00043563
SRP026048	SRS452444	SRX314972	SRR921944	12848	0	29518958	573	0	381969	1	0.00043525
SRP030628	SRS488281	SRX361139	SRR1004304	574	0	1331034	165	0	144372	1	0.00043124
ERP001304	ERS105745	ERX080873	ERR103425	464	0	1077613	111	0	117570	1	0.00043058
SRP042623	SRS624460	SRX559919	SRR1313288	2588	0	6014253	292	0	194835	1	0.00043031
SRP035524	SRS538574	SRX441216	SRR1132106	312	0	730990	119	0	118484	1	0.00042682
ERP001304	ERS105739	ERX080867	ERR103428	1363	0	3205967	205	0	167003	1	0.00042514
SRP026048	SRS452444	SRX314972	SRR921945	10855	0	25536786	553	0	382477	1	0.00042507
SRP030628	SRS488291	SRX361149	SRR1004314	680	0	1614706	139	0	149737	1	0.00042113
SRP026048	SRS452442	SRX314970	SRR921941	9286	0	22200220	545	0	363550	1	0.00041828
ERP001304	ERS105736	ERX080864	ERR103436	1347	0	3239468	209	0	175188	1	0.00041581
ERP000546	ERS025097	ERX011228	ERR030899	3803	0	9149001	90	0	109340	1	0.00041567
SRP032539	SRS498645	SRX373212	SRR1024126	265	0	638224	14	0	12312	1	0.00041521
ERP001304	ERS105732	ERX080860	ERR103434	572	0	1383569	135	0	126286	1	0.00041342
ERP004697	ERS399656	ERX386685	ERR420393	2618	1	6337161	319	1	159521	1	0.00041312
SRP026048	SRS452442	SRX314970	SRR921940	10965	0	26557937	537	0	367911	1	0.00041287
ERP000546	ERS025097	ERX011212	ERR030876	3506	0	8492031	83	0	107108	1	0.00041286
SRP030628	SRS488275	SRX361134	SRR1004299	683	0	1673869	163	0	153233	1	0.00040804
ERP004697	ERS399656	ERX386684	ERR420390	2646	0	6510361	314	0	160654	1	0.00040643
ERP001304	ERS105733	ERX080861	ERR103424	873	0	2160051	166	0	163017	1	0.00040416
SRP014146	SRS348792	SRX158082	SRR519067	64	1	158399	55	1	26750	0	0.00040404
SRP042623	SRS624475	SRX559933	SRR1313302	2336	0	5802687	264	0	187283	1	0.00040257
SRP026048	SRS452441	SRX314969	SRR921939	8613	0	21625290	496	0	370372	1	0.00039828
SRP026048	SRS452441	SRX314969	SRR921938	10150	0	25532995	516	0	372968	1	0.00039752
