min projects	junctions	annotated	exonskips	altstartend	novel	GTAG	annotated GTAG	GCAG	annotated GCAG	ATAC	annotated ATAC
171	352967	223199	29436	75490	24842	337493	220658	10120	2327	5354	214
170	354578	223571	29672	76186	25149	338949	221026	10205	2331	5424	214
169	356341	223970	29947	76930	25494	340537	221416	10300	2340	5504	214
168	358043	224345	30211	77664	25823	342065	221787	10411	2344	5567	214
167	359768	224732	30471	78389	26176	343612	222169	10508	2349	5648	214
166	361484	225129	30727	79122	26506	345162	222556	10603	2357	5719	216
165	363260	225522	30969	79892	26877	346760	222945	10695	2361	5805	216
164	364991	225912	31216	80645	27218	348309	223331	10795	2364	5887	217
163	366789	226313	31499	81370	27607	349916	223724	10914	2372	5959	217
162	368603	226698	31783	82123	27999	351526	224104	11018	2377	6059	217
161	370384	227078	32035	82903	28368	353122	224479	11122	2382	6140	217
160	372267	227487	32308	83686	28786	354785	224878	11246	2392	6236	217
159	374185	227869	32588	84516	29212	356494	225260	11360	2392	6331	217
158	376052	228264	32862	85316	29610	358149	225650	11475	2397	6428	217
157	377975	228660	33132	86127	30056	359842	226043	11613	2400	6520	217
156	379869	229048	33402	86946	30473	361522	226420	11743	2411	6604	217
155	381748	229438	33668	87747	30895	363186	226806	11875	2415	6687	217
154	383691	229829	33936	88582	31344	364916	227191	11988	2420	6787	218
153	385703	230243	34228	89462	31770	366713	227598	12100	2427	6890	218
152	387681	230600	34533	90340	32208	368484	227950	12228	2432	6969	218
151	389703	231008	34800	91202	32693	370246	228350	12372	2439	7085	219
150	391821	231427	35085	92132	33177	372119	228761	12505	2446	7197	220
149	393930	231825	35373	93024	33708	373957	229155	12633	2450	7340	220
148	395987	232198	35664	93935	34190	375770	229523	12776	2455	7441	220
147	398046	232576	35980	94834	34656	377597	229895	12912	2461	7537	220
146	400191	233011	36298	95724	35158	379482	230319	13069	2472	7640	220
145	402402	233424	36604	96686	35688	381420	230729	13212	2475	7770	220
144	404616	233814	36912	97664	36226	383359	231114	13364	2480	7893	220
143	406780	234212	37208	98614	36746	385234	231507	13514	2484	8032	221
142	408937	234623	37532	99540	37242	387136	231909	13658	2493	8143	221
141	411123	234995	37878	100488	37762	389073	232277	13798	2497	8252	221
140	413456	235401	38206	101539	38310	391115	232678	13953	2502	8388	221
139	415847	235813	38563	102609	38862	393210	233088	14115	2504	8522	221
138	418254	236244	38932	103642	39436	395335	233508	14265	2514	8654	222
137	420589	236645	39282	104661	40001	397373	233904	14422	2519	8794	222
136	422892	237047	39624	105669	40552	399381	234298	14586	2527	8925	222
135	425340	237427	39984	106781	41148	401527	234672	14765	2533	9048	222
134	427800	237817	40320	107919	41744	403690	235059	14926	2536	9184	222
133	430288	238204	40684	109068	42332	405876	235442	15083	2540	9329	222
132	432764	238620	41093	110128	42923	408060	235849	15240	2549	9464	222
131	435301	239033	41481	111232	43555	410292	236258	15406	2553	9603	222
130	437927	239481	41852	112381	44213	412569	236698	15619	2561	9739	222
129	440526	239847	42221	113545	44913	414800	237062	15816	2563	9910	222
128	443121	240243	42605	114684	45589	417031	237449	16026	2572	10064	222
127	445855	240662	42981	115894	46318	419395	237859	16238	2581	10222	222
126	448580	241106	43387	117064	47023	421739	238291	16456	2592	10385	223
125	451309	241538	43762	118282	47727	424096	238716	16668	2599	10545	223
124	454061	241962	44159	119520	48420	426504	239134	16852	2605	10705	223
123	456810	242333	44525	120746	49206	428875	239500	17049	2610	10886	223
122	459706	242763	44932	122009	50002	431388	239924	17269	2616	11049	223
121	462606	243190	45353	123316	50747	433916	240348	17484	2619	11206	223
120	465568	243601	45766	124660	51541	436476	240751	17702	2627	11390	223
119	468622	244005	46170	126010	52437	439078	241149	17941	2633	11603	223
118	471590	244437	46575	127349	53229	441628	241571	18170	2642	11792	224
117	474638	244840	46999	128710	54089	444259	241971	18398	2645	11981	224
116	477731	245264	47419	130115	54933	446929	242388	18644	2652	12158	224
115	480945	245698	47883	131527	55837	449726	242818	18862	2656	12357	224
114	484055	246091	48301	132926	56737	452361	243203	19126	2664	12568	224
113	487351	246509	48764	134407	57671	455201	243615	19370	2670	12780	224
112	490656	246949	49217	135884	58606	458020	244049	19622	2676	13014	224
111	494088	247361	49728	137387	59612	460915	244454	19919	2682	13254	225
110	497531	247804	50211	138892	60624	463851	244892	20218	2687	13462	225
109	501046	248239	50657	140491	61659	466835	245319	20502	2695	13709	225
108	504627	248689	51122	142130	62686	469871	245760	20786	2704	13970	225
107	508244	249172	51636	143714	63722	472945	246234	21082	2713	14217	225
106	511958	249611	52158	145390	64799	476123	246660	21396	2725	14439	226
105	515650	250087	52644	147017	65902	479233	247131	21719	2730	14698	226
104	519496	250518	53160	148720	67098	482446	247553	22053	2739	14997	226
103	523330	250978	53682	150397	68273	485689	248005	22371	2747	15270	226
102	527088	251406	54148	152138	69396	488871	248421	22678	2759	15539	226
101	530960	251847	54661	153920	70532	492131	248854	23009	2766	15820	227
100	535054	252288	55185	155752	71829	495587	249290	23346	2771	16121	227
99	539161	252711	55745	157588	73117	499036	249706	23715	2778	16410	227
98	543386	253165	56285	159550	74386	502612	250150	24066	2788	16708	227
97	547576	253635	56840	161386	75715	506114	250613	24457	2795	17005	227
96	551905	254118	57384	163299	77104	509728	251090	24865	2801	17312	227
95	556348	254541	58014	165214	78579	513383	251505	25305	2809	17660	227
94	560944	255027	58582	167261	80074	517239	251984	25722	2816	17983	227
93	565547	255448	59181	169322	81596	521068	252397	26150	2824	18329	227
92	570077	255923	59780	171344	83030	524830	252863	26585	2833	18662	227
91	574738	256382	60352	173446	84558	528706	253318	27039	2837	18993	227
90	579681	256835	60959	175600	86287	532785	253763	27535	2845	19361	227
89	584683	257313	61583	177811	87976	536946	254236	28012	2850	19725	227
88	589745	257793	62239	180045	89668	541166	254706	28485	2860	20094	227
87	594891	258291	62886	182334	91380	545445	255196	28988	2868	20458	227
86	600147	258770	63507	184702	93168	549794	255668	29517	2875	20836	227
85	605545	259258	64211	187065	95011	554290	256145	30013	2886	21242	227
84	610964	259716	64881	189477	96890	558750	256591	30533	2898	21681	227
83	616590	260198	65580	191899	98913	563337	257064	31144	2907	22109	227
82	622337	260701	66262	194451	100923	568078	257558	31697	2914	22562	229
81	628148	261197	66998	197029	102924	572833	258043	32294	2925	23021	229
80	634107	261722	67778	199596	105011	577737	258557	32874	2935	23496	230
79	640105	262206	68512	202266	107121	582667	259025	33489	2950	23949	231
78	646194	262693	69285	204932	109284	587680	259506	34092	2956	24422	231
77	652587	263173	70046	207704	111664	592910	259980	34744	2962	24933	231
76	659054	263671	70822	210572	113989	598205	260468	35397	2972	25452	231
75	665709	264170	71670	213488	116381	603613	260954	36133	2985	25963	231
74	672466	264637	72502	216461	118866	609098	261410	36831	2996	26537	231
73	679371	265149	73303	219521	121398	614690	261914	37554	3004	27127	231
72	686463	265649	74134	222610	124070	620432	262410	38300	3008	27731	231
71	693810	266172	74964	225775	126899	626393	262924	39071	3017	28346	231
70	701373	266710	75894	229011	129758	632552	263453	39890	3025	28931	232
69	709054	267172	76802	232419	132661	638760	263909	40718	3031	29576	232
68	716877	267721	77693	235824	135639	645139	264450	41513	3038	30225	233
67	724990	268237	78629	239296	138828	651666	264960	42423	3044	30901	233
66	733237	268787	79553	242791	142106	658280	265502	43384	3052	31573	233
65	741705	269315	80533	246407	145450	665054	266017	44335	3065	32316	233
64	750472	269846	81523	250193	148910	672143	266537	45276	3076	33053	233
63	759361	270386	82541	253956	152478	679176	267068	46338	3085	33847	233
62	768419	270944	83623	257799	156053	686458	267619	47380	3092	34581	233
61	777954	271465	84680	261796	160013	694071	268134	48488	3098	35395	233
60	787466	272065	85777	265733	163891	701606	268726	49625	3106	36235	233
59	797447	272630	86922	269922	167973	709475	269279	50848	3118	37124	233
58	807833	273171	88109	274368	172185	717759	269811	52051	3126	38023	234
57	818261	273737	89257	278772	176495	726036	270366	53262	3137	38963	234
56	829086	274281	90438	283335	181032	734612	270896	54512	3150	39962	235
55	840420	274845	91684	288011	185880	743483	271448	55911	3162	41026	235
54	851962	275408	92938	292832	190784	752550	271999	57366	3174	42046	235
53	863953	276000	94243	297809	195901	761928	272581	58871	3184	43154	235
52	876315	276598	95505	302974	201238	771602	273171	60367	3191	44346	236
51	889081	277169	96841	308347	206724	781641	273728	61881	3205	45559	236
50	902210	277764	98178	313745	212523	791891	274306	63522	3221	46797	237
49	915915	278317	99602	319296	218700	802467	274847	65302	3231	48146	239
48	930232	278912	101047	325190	225083	813524	275429	67191	3244	49517	239
47	945132	279480	102541	331318	231793	824954	275987	69196	3254	50982	239
46	960580	280084	104084	337551	238861	836824	276580	71253	3264	52503	240
45	976473	280670	105691	343987	246125	848998	277156	73452	3274	54023	240
44	993191	281286	107319	350647	253939	861856	277762	75738	3284	55597	240
43	1010417	281895	109095	357455	261972	875036	278354	78057	3300	57324	241
42	1028393	282555	110852	364537	270449	888714	279002	80588	3312	59091	241
41	1047069	283174	112616	372018	279261	902914	279610	83163	3323	60992	241
40	1066428	283851	114438	379555	288584	917438	280277	85975	3333	63015	241
39	1086877	284493	116473	387563	298348	932831	280907	88888	3345	65158	241
38	1108139	285153	118453	395741	308792	948658	281552	92053	3360	67428	241
37	1130705	285819	120510	404454	319922	965464	282206	95490	3372	69751	241
36	1154033	286520	122524	413315	331674	982713	282894	99098	3385	72222	241
35	1178456	287165	124754	422513	344024	1000912	283527	102714	3397	74830	241
34	1204198	287891	126984	432073	357250	1019917	284234	106753	3415	77528	242
33	1231350	288627	129292	442259	371172	1039882	284956	111069	3429	80399	242
32	1259786	289328	131742	452896	385820	1060704	285643	115643	3443	83439	242
31	1290270	290094	134276	464172	401728	1082746	286389	120688	3463	86836	242
30	1322584	290841	136917	476080	418746	1106140	287119	126033	3479	90411	243
29	1356607	291590	139705	488596	436716	1130683	287850	131740	3496	94184	244
28	1392782	292379	142553	501699	456151	1156665	288623	137772	3511	98345	245
27	1431283	293130	145549	515456	477148	1184288	289358	144379	3526	102616	246
26	1472232	293916	148710	529811	499795	1213280	290123	151653	3546	107299	247
25	1516607	294707	151973	545309	524618	1244753	290899	159363	3561	112491	247
24	1563992	295545	155452	561509	551486	1278007	291717	167924	3581	118061	247
23	1614502	296340	159204	578740	580218	1313382	292487	177182	3605	123938	248
22	1669394	297107	163046	597169	612072	1351397	293239	187382	3620	130615	248
21	1729154	297909	167156	617036	647053	1392424	294012	198823	3647	137907	250
20	1794107	298807	171627	638210	685463	1436759	294884	211610	3672	145738	251
19	1864782	299728	176255	661012	727787	1484687	295778	225607	3698	154488	252
18	1942348	300583	181183	685568	775014	1536813	296611	241224	3720	164311	252
17	2027794	301468	186474	712183	827669	1593783	297471	259042	3745	174969	252
16	2123261	302442	192008	741437	887374	1656810	298418	279368	3772	187083	252
15	2229237	303449	198278	772941	954569	1726229	299400	302290	3795	200718	254
14	2348823	304491	204795	807973	1031564	1803455	300416	328926	3820	216442	255
13	2487074	305614	212271	847591	1121598	1891890	301510	360547	3849	234637	255
12	2645757	306725	220340	891514	1227178	1991701	302583	398132	3886	255924	256
11	2830662	307901	229581	941027	1352153	2106492	303714	443013	3930	281157	257
10	3049385	309241	239779	997964	1502401	2239879	305011	498080	3973	311426	257
9	3313969	310741	251389	1064078	1687761	2398768	306480	566803	4004	348398	257
8	3641222	312377	264880	1142318	1921647	2591327	308056	654809	4062	395086	259
7	4060500	314194	280674	1236986	2228646	2831827	309813	772319	4120	456354	261
6	4617749	316123	299875	1354875	2646876	3142364	311683	936638	4177	538747	263
5	5403481	318318	324302	1508926	3251935	3566515	313787	1178357	4267	658609	264
4	6604138	320648	356237	1721910	4205343	4189206	316023	1567537	4356	847395	269
3	8728021	323280	402558	2049177	5953006	5237165	318516	2295064	4490	1195792	274
2	13787093	326394	481691	2658629	10320379	7520129	321453	4145457	4658	2121507	283
1	42882032	330380	690644	4639121	37221887	18856578	325150	15514756	4931	8510698	299
